"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA19","UNEMP","15_24","PC_LF","M","2014-11",23.9,
"EA19","UNEMP","15_24","PC_LF","M","2014-12",23.5,
"EA19","UNEMP","15_24","PC_LF","M","2015-01",23.4,
"EA19","UNEMP","15_24","PC_LF","M","2015-02",23.4,
"EA19","UNEMP","15_24","PC_LF","M","2015-03",23.2,
"EA19","UNEMP","15_24","PC_LF","M","2015-04",23,
"EA19","UNEMP","15_24","PC_LF","M","2015-05",22.8,
"EA19","UNEMP","15_24","PC_LF","M","2015-06",22.9,
"EA19","UNEMP","15_24","PC_LF","M","2015-07",22.6,
"EA19","UNEMP","15_24","PC_LF","M","2015-08",22.7,
"EA19","UNEMP","15_24","PC_LF","M","2015-09",22.7,
"EA19","UNEMP","15_24","PC_LF","M","2015-10",22.9,
"EA19","UNEMP","15_24","PC_LF","M","2015-11",22.4,
"EA19","UNEMP","15_24","PC_LF","M","2015-12",22.3,
"EA19","UNEMP","15_24","PC_LF","M","2016-01",22.1,
"EA19","UNEMP","15_24","PC_LF","M","2016-02",22.2,
"EA19","UNEMP","15_24","PC_LF","M","2016-03",21.7,
"EA19","UNEMP","15_24","PC_LF","M","2016-04",21.7,
"EA19","UNEMP","15_24","PC_LF","M","2016-05",21.5,
"EA19","UNEMP","15_24","PC_LF","M","2016-06",21.3,
"EA19","UNEMP","15_24","PC_LF","M","2016-07",21.3,
"EA19","UNEMP","15_24","PC_LF","M","2016-08",21,
"EA19","UNEMP","15_24","PC_LF","M","2016-09",21.1,
"EA19","UNEMP","15_24","PC_LF","M","2016-10",20.8,
"EA19","UNEMP","15_24","PC_LF","M","2016-11",21.2,
"EA19","UNEMP","15_24","PC_LF","M","2016-12",20.6,
"EA19","UNEMP","15_24","PC_LF","M","2017-01",20.3,
"EA19","UNEMP","15_24","PC_LF","M","2017-02",19.9,
"EA19","UNEMP","15_24","PC_LF","M","2017-03",19.9,
"EA19","UNEMP","15_24","PC_LF","M","2017-04",19.7,
"EA19","UNEMP","15_24","PC_LF","M","2017-05",19.8,
"EA19","UNEMP","15_24","PC_LF","M","2017-06",19.3,
"EA19","UNEMP","15_24","PC_LF","M","2017-07",18.9,
"EA19","UNEMP","15_24","PC_LF","M","2017-08",18.8,
"EA19","UNEMP","15_24","PC_LF","M","2017-09",18.8,
"EA19","UNEMP","15_24","PC_LF","M","2017-10",18.6,
"EA19","UNEMP","15_24","PC_LF","M","2017-11",18.6,
"EA19","UNEMP","15_24","PC_LF","M","2017-12",18.4,
"EA19","UNEMP","15_24","PC_LF","M","2018-01",18.3,
"EA19","UNEMP","15_24","PC_LF","M","2018-02",18.3,
"EA19","UNEMP","15_24","PC_LF","M","2018-03",18,
"EA19","UNEMP","15_24","PC_LF","M","2018-04",17.7,
"EA19","UNEMP","15_24","PC_LF","M","2018-05",17.4,
"EA19","UNEMP","15_24","PC_LF","M","2018-06",17.4,
"EA19","UNEMP","15_24","PC_LF","M","2018-07",17.2,
"EA19","UNEMP","15_24","PC_LF","M","2018-08",17.3,
"EA19","UNEMP","15_24","PC_LF","M","2018-09",17.3,
"EA19","UNEMP","15_24","PC_LF","M","2018-10",17.3,
"EA19","UNEMP","15_24","PC_LF","M","2018-11",16.8,
"EA19","UNEMP","15_24","PC_LF","M","2018-12",16.7,
"EA19","UNEMP","15_24","PC_LF","M","2019-01",16.8,
"EA19","UNEMP","15_24","PC_LF","M","2019-02",16.7,
"EA19","UNEMP","15_24","PC_LF","M","2019-03",16.4,
"EA19","UNEMP","15_24","PC_LF","M","2019-04",16.4,
"EA19","UNEMP","15_24","PC_LF","M","2019-05",16.2,
"EA19","UNEMP","15_24","PC_LF","M","2019-06",15.9,
"EA19","UNEMP","15_24","PC_LF","M","2019-07",16,
"EA19","UNEMP","15_24","PC_LF","M","2019-08",15.8,
"EA19","UNEMP","15_24","PC_LF","M","2019-09",16.1,
"EA19","UNEMP","15_24","PC_LF","M","2019-10",16.3,
"EA19","UNEMP","15_24","PC_LF","M","2019-11",16.3,
"EA19","UNEMP","15_24","PC_LF","M","2019-12",16.2,
"EA19","UNEMP","15_24","PC_LF","M","2020-01",16.2,
"EA19","UNEMP","15_24","PC_LF","M","2020-02",16.1,
"EA19","UNEMP","15_24","PC_LF","M","2020-03",16.1,
"EA19","UNEMP","15_24","PC_LF","M","2020-04",17.3,
"EA19","UNEMP","15_24","PC_LF","M","2020-05",18.2,
"EA19","UNEMP","15_24","PC_LF","M","2020-06",18.8,
"EA19","UNEMP","15_24","PC_LF","M","2020-07",19.5,
"EA19","UNEMP","15_24","PC_LF","M","2020-08",19.8,
"EA19","UNEMP","15_24","PC_LF","M","2020-09",18.9,
"EA19","UNEMP","15_24","PC_LF","M","2020-10",18.6,
"EA19","UNEMP","15_24","PC_LF","M","2020-11",18.5,
"EA19","UNEMP","15_24","PC_LF","M","2020-12",18.5,
"EA19","UNEMP","15_24","PC_LF","M","2021-01",18.8,
"EA19","UNEMP","15_24","PC_LF","M","2021-02",18.6,
"EA19","UNEMP","15_24","PC_LF","M","2021-03",18.3,
"EA19","UNEMP","15_24","PC_LF","M","2021-04",18.6,
"EA19","UNEMP","15_24","PC_LF","M","2021-05",17.8,
"EA19","UNEMP","15_24","PC_LF","M","2021-06",17.2,
"EA19","UNEMP","15_24","PC_LF","M","2021-07",16.4,
"EA19","UNEMP","15_24","PC_LF","M","2021-08",15.9,
"EA19","UNEMP","15_24","PC_LF","M","2021-09",15.5,
"EA19","UNEMP","15_24","PC_LF","M","2021-10",15.2,
"EA19","UNEMP","15_24","PC_LF","M","2021-11",14.8,
"EA19","UNEMP","15_24","PC_LF","M","2021-12",14.4,
"EA19","UNEMP","15_24","PC_LF","M","2022-01",14.3,
"EA19","UNEMP","15_24","PC_LF","M","2022-02",14,
"EA19","UNEMP","15_24","PC_LF","M","2022-03",13.8,
"EA19","UNEMP","15_24","PC_LF","M","2022-04",13.8,
"EA19","UNEMP","15_24","PC_LF","M","2022-05",13.1,
"SVN","UNEMP","15_24","PC_LF","M","2014-11",19.2,
"SVN","UNEMP","15_24","PC_LF","M","2014-12",19.2,
"SVN","UNEMP","15_24","PC_LF","M","2015-01",18.1,
"SVN","UNEMP","15_24","PC_LF","M","2015-02",18.1,
"SVN","UNEMP","15_24","PC_LF","M","2015-03",18.1,
"SVN","UNEMP","15_24","PC_LF","M","2015-04",16.5,
"SVN","UNEMP","15_24","PC_LF","M","2015-05",16.5,
"SVN","UNEMP","15_24","PC_LF","M","2015-06",16.5,
"SVN","UNEMP","15_24","PC_LF","M","2015-07",14,
"SVN","UNEMP","15_24","PC_LF","M","2015-08",14,
"SVN","UNEMP","15_24","PC_LF","M","2015-09",14,
"SVN","UNEMP","15_24","PC_LF","M","2015-10",17.1,
"SVN","UNEMP","15_24","PC_LF","M","2015-11",17.1,
"SVN","UNEMP","15_24","PC_LF","M","2015-12",17.1,
"SVN","UNEMP","15_24","PC_LF","M","2016-01",16.7,
"SVN","UNEMP","15_24","PC_LF","M","2016-02",16.7,
"SVN","UNEMP","15_24","PC_LF","M","2016-03",16.7,
"SVN","UNEMP","15_24","PC_LF","M","2016-04",14.8,
"SVN","UNEMP","15_24","PC_LF","M","2016-05",14.8,
"SVN","UNEMP","15_24","PC_LF","M","2016-06",14.8,
"SVN","UNEMP","15_24","PC_LF","M","2016-07",14.5,
"SVN","UNEMP","15_24","PC_LF","M","2016-08",14.5,
"SVN","UNEMP","15_24","PC_LF","M","2016-09",14.5,
"SVN","UNEMP","15_24","PC_LF","M","2016-10",15.2,
"SVN","UNEMP","15_24","PC_LF","M","2016-11",15.2,
"SVN","UNEMP","15_24","PC_LF","M","2016-12",15.2,
"SVN","UNEMP","15_24","PC_LF","M","2017-01",10.9,
"SVN","UNEMP","15_24","PC_LF","M","2017-02",10.9,
"SVN","UNEMP","15_24","PC_LF","M","2017-03",10.9,
"SVN","UNEMP","15_24","PC_LF","M","2017-04",10.6,
"SVN","UNEMP","15_24","PC_LF","M","2017-05",10.6,
"SVN","UNEMP","15_24","PC_LF","M","2017-06",10.6,
"SVN","UNEMP","15_24","PC_LF","M","2017-07",11.3,
"SVN","UNEMP","15_24","PC_LF","M","2017-08",11.3,
"SVN","UNEMP","15_24","PC_LF","M","2017-09",11.3,
"SVN","UNEMP","15_24","PC_LF","M","2017-10",12.3,
"SVN","UNEMP","15_24","PC_LF","M","2017-11",12.3,
"SVN","UNEMP","15_24","PC_LF","M","2017-12",12.3,
"SVN","UNEMP","15_24","PC_LF","M","2018-01",9.9,
"SVN","UNEMP","15_24","PC_LF","M","2018-02",9.9,
"SVN","UNEMP","15_24","PC_LF","M","2018-03",9.9,
"SVN","UNEMP","15_24","PC_LF","M","2018-04",8.5,
"SVN","UNEMP","15_24","PC_LF","M","2018-05",8.5,
"SVN","UNEMP","15_24","PC_LF","M","2018-06",8.5,
"SVN","UNEMP","15_24","PC_LF","M","2018-07",9.7,
"SVN","UNEMP","15_24","PC_LF","M","2018-08",9.7,
"SVN","UNEMP","15_24","PC_LF","M","2018-09",9.7,
"SVN","UNEMP","15_24","PC_LF","M","2018-10",7.2,
"SVN","UNEMP","15_24","PC_LF","M","2018-11",7.2,
"SVN","UNEMP","15_24","PC_LF","M","2018-12",7.2,
"SVN","UNEMP","15_24","PC_LF","M","2019-01",9,
"SVN","UNEMP","15_24","PC_LF","M","2019-02",9,
"SVN","UNEMP","15_24","PC_LF","M","2019-03",9,
"SVN","UNEMP","15_24","PC_LF","M","2019-04",6.7,
"SVN","UNEMP","15_24","PC_LF","M","2019-05",6.7,
"SVN","UNEMP","15_24","PC_LF","M","2019-06",6.7,
"SVN","UNEMP","15_24","PC_LF","M","2019-07",8.1,
"SVN","UNEMP","15_24","PC_LF","M","2019-08",8.1,
"SVN","UNEMP","15_24","PC_LF","M","2019-09",8.1,
"SVN","UNEMP","15_24","PC_LF","M","2019-10",8.8,
"SVN","UNEMP","15_24","PC_LF","M","2019-11",8.8,
"SVN","UNEMP","15_24","PC_LF","M","2019-12",8.8,
"SVN","UNEMP","15_24","PC_LF","M","2020-01",10.5,
"SVN","UNEMP","15_24","PC_LF","M","2020-02",10.5,
"SVN","UNEMP","15_24","PC_LF","M","2020-03",10.5,
"SVN","UNEMP","15_24","PC_LF","M","2020-04",16.4,
"SVN","UNEMP","15_24","PC_LF","M","2020-05",16.4,
"SVN","UNEMP","15_24","PC_LF","M","2020-06",16.4,
"SVN","UNEMP","15_24","PC_LF","M","2020-07",15.6,
"SVN","UNEMP","15_24","PC_LF","M","2020-08",15.6,
"SVN","UNEMP","15_24","PC_LF","M","2020-09",15.6,
"SVN","UNEMP","15_24","PC_LF","M","2020-10",15.2,
"SVN","UNEMP","15_24","PC_LF","M","2020-11",15.2,
"SVN","UNEMP","15_24","PC_LF","M","2020-12",15.2,
"SVN","UNEMP","15_24","PC_LF","M","2021-01",14.6,
"SVN","UNEMP","15_24","PC_LF","M","2021-02",14.6,
"SVN","UNEMP","15_24","PC_LF","M","2021-03",14.6,
"SVN","UNEMP","15_24","PC_LF","M","2021-04",14.6,
"SVN","UNEMP","15_24","PC_LF","M","2021-05",14.6,
"SVN","UNEMP","15_24","PC_LF","M","2021-06",14.6,
"SVN","UNEMP","15_24","PC_LF","M","2021-07",12.4,
"SVN","UNEMP","15_24","PC_LF","M","2021-08",12.4,
"SVN","UNEMP","15_24","PC_LF","M","2021-09",12.4,
"SVN","UNEMP","15_24","PC_LF","M","2021-10",10.3,
"SVN","UNEMP","15_24","PC_LF","M","2021-11",10.3,
"SVN","UNEMP","15_24","PC_LF","M","2021-12",10.3,
"SVN","UNEMP","15_24","PC_LF","M","2022-01",9.4,
"SVN","UNEMP","15_24","PC_LF","M","2022-02",9.4,
"SVN","UNEMP","15_24","PC_LF","M","2022-03",9.4,
"ITA","UNEMP","15_24","PC_LF","M","2014-11",43.1,
"ITA","UNEMP","15_24","PC_LF","M","2014-12",40.7,
"ITA","UNEMP","15_24","PC_LF","M","2015-01",41.7,
"ITA","UNEMP","15_24","PC_LF","M","2015-02",42.7,
"ITA","UNEMP","15_24","PC_LF","M","2015-03",42.8,
"ITA","UNEMP","15_24","PC_LF","M","2015-04",41.5,
"ITA","UNEMP","15_24","PC_LF","M","2015-05",40.7,
"ITA","UNEMP","15_24","PC_LF","M","2015-06",42.3,
"ITA","UNEMP","15_24","PC_LF","M","2015-07",38.2,
"ITA","UNEMP","15_24","PC_LF","M","2015-08",39.5,
"ITA","UNEMP","15_24","PC_LF","M","2015-09",38.9,
"ITA","UNEMP","15_24","PC_LF","M","2015-10",39.8,
"ITA","UNEMP","15_24","PC_LF","M","2015-11",37.5,
"ITA","UNEMP","15_24","PC_LF","M","2015-12",38.1,
"ITA","UNEMP","15_24","PC_LF","M","2016-01",39.1,
"ITA","UNEMP","15_24","PC_LF","M","2016-02",38.5,
"ITA","UNEMP","15_24","PC_LF","M","2016-03",37.4,
"ITA","UNEMP","15_24","PC_LF","M","2016-04",36.9,
"ITA","UNEMP","15_24","PC_LF","M","2016-05",36.8,
"ITA","UNEMP","15_24","PC_LF","M","2016-06",36.4,
"ITA","UNEMP","15_24","PC_LF","M","2016-07",38.1,
"ITA","UNEMP","15_24","PC_LF","M","2016-08",36.4,
"ITA","UNEMP","15_24","PC_LF","M","2016-09",37,
"ITA","UNEMP","15_24","PC_LF","M","2016-10",37,
"ITA","UNEMP","15_24","PC_LF","M","2016-11",39.4,
"ITA","UNEMP","15_24","PC_LF","M","2016-12",38,
"ITA","UNEMP","15_24","PC_LF","M","2017-01",37.1,
"ITA","UNEMP","15_24","PC_LF","M","2017-02",35.3,
"ITA","UNEMP","15_24","PC_LF","M","2017-03",36,
"ITA","UNEMP","15_24","PC_LF","M","2017-04",35,
"ITA","UNEMP","15_24","PC_LF","M","2017-05",36.5,
"ITA","UNEMP","15_24","PC_LF","M","2017-06",34.5,
"ITA","UNEMP","15_24","PC_LF","M","2017-07",34.6,
"ITA","UNEMP","15_24","PC_LF","M","2017-08",34.3,
"ITA","UNEMP","15_24","PC_LF","M","2017-09",34.9,
"ITA","UNEMP","15_24","PC_LF","M","2017-10",34.3,
"ITA","UNEMP","15_24","PC_LF","M","2017-11",33.5,
"ITA","UNEMP","15_24","PC_LF","M","2017-12",32.2,
"ITA","UNEMP","15_24","PC_LF","M","2018-01",32.5,
"ITA","UNEMP","15_24","PC_LF","M","2018-02",33.2,
"ITA","UNEMP","15_24","PC_LF","M","2018-03",32,
"ITA","UNEMP","15_24","PC_LF","M","2018-04",32.8,
"ITA","UNEMP","15_24","PC_LF","M","2018-05",31.9,
"ITA","UNEMP","15_24","PC_LF","M","2018-06",32.6,
"ITA","UNEMP","15_24","PC_LF","M","2018-07",31.8,
"ITA","UNEMP","15_24","PC_LF","M","2018-08",32.1,
"ITA","UNEMP","15_24","PC_LF","M","2018-09",32.4,
"ITA","UNEMP","15_24","PC_LF","M","2018-10",33.1,
"ITA","UNEMP","15_24","PC_LF","M","2018-11",32.3,
"ITA","UNEMP","15_24","PC_LF","M","2018-12",32.1,
"ITA","UNEMP","15_24","PC_LF","M","2019-01",31.7,
"ITA","UNEMP","15_24","PC_LF","M","2019-02",31.2,
"ITA","UNEMP","15_24","PC_LF","M","2019-03",29.4,
"ITA","UNEMP","15_24","PC_LF","M","2019-04",30.6,
"ITA","UNEMP","15_24","PC_LF","M","2019-05",29.7,
"ITA","UNEMP","15_24","PC_LF","M","2019-06",27.7,
"ITA","UNEMP","15_24","PC_LF","M","2019-07",28.7,
"ITA","UNEMP","15_24","PC_LF","M","2019-08",26.7,
"ITA","UNEMP","15_24","PC_LF","M","2019-09",28.7,
"ITA","UNEMP","15_24","PC_LF","M","2019-10",27.8,
"ITA","UNEMP","15_24","PC_LF","M","2019-11",28.1,
"ITA","UNEMP","15_24","PC_LF","M","2019-12",28.2,
"ITA","UNEMP","15_24","PC_LF","M","2020-01",28.3,
"ITA","UNEMP","15_24","PC_LF","M","2020-02",28.7,
"ITA","UNEMP","15_24","PC_LF","M","2020-03",27.5,
"ITA","UNEMP","15_24","PC_LF","M","2020-04",26.3,
"ITA","UNEMP","15_24","PC_LF","M","2020-05",30.1,
"ITA","UNEMP","15_24","PC_LF","M","2020-06",30.7,
"ITA","UNEMP","15_24","PC_LF","M","2020-07",32.5,
"ITA","UNEMP","15_24","PC_LF","M","2020-08",32.6,
"ITA","UNEMP","15_24","PC_LF","M","2020-09",29.8,
"ITA","UNEMP","15_24","PC_LF","M","2020-10",30.6,
"ITA","UNEMP","15_24","PC_LF","M","2020-11",30.7,
"ITA","UNEMP","15_24","PC_LF","M","2020-12",31.2,
"ITA","UNEMP","15_24","PC_LF","M","2021-01",32.9,
"ITA","UNEMP","15_24","PC_LF","M","2021-02",32.5,
"ITA","UNEMP","15_24","PC_LF","M","2021-03",32,
"ITA","UNEMP","15_24","PC_LF","M","2021-04",32.4,
"ITA","UNEMP","15_24","PC_LF","M","2021-05",30.4,
"ITA","UNEMP","15_24","PC_LF","M","2021-06",29.6,
"ITA","UNEMP","15_24","PC_LF","M","2021-07",27.9,
"ITA","UNEMP","15_24","PC_LF","M","2021-08",27.4,
"ITA","UNEMP","15_24","PC_LF","M","2021-09",28.9,
"ITA","UNEMP","15_24","PC_LF","M","2021-10",27.6,
"ITA","UNEMP","15_24","PC_LF","M","2021-11",27.5,
"ITA","UNEMP","15_24","PC_LF","M","2021-12",25.8,
"ITA","UNEMP","15_24","PC_LF","M","2022-01",25,
"ITA","UNEMP","15_24","PC_LF","M","2022-02",23.7,
"ITA","UNEMP","15_24","PC_LF","M","2022-03",24.1,
"ITA","UNEMP","15_24","PC_LF","M","2022-04",22.6,
"ITA","UNEMP","15_24","PC_LF","M","2022-05",20.5,
"AUS","UNEMP","15_24","PC_LF","M","2014-11",14.24564,
"AUS","UNEMP","15_24","PC_LF","M","2014-12",13.1022,
"AUS","UNEMP","15_24","PC_LF","M","2015-01",14.16501,
"AUS","UNEMP","15_24","PC_LF","M","2015-02",13.43948,
"AUS","UNEMP","15_24","PC_LF","M","2015-03",13.49535,
"AUS","UNEMP","15_24","PC_LF","M","2015-04",13.31491,
"AUS","UNEMP","15_24","PC_LF","M","2015-05",13.40439,
"AUS","UNEMP","15_24","PC_LF","M","2015-06",13.07888,
"AUS","UNEMP","15_24","PC_LF","M","2015-07",13.59224,
"AUS","UNEMP","15_24","PC_LF","M","2015-08",13.0682,
"AUS","UNEMP","15_24","PC_LF","M","2015-09",12.78608,
"AUS","UNEMP","15_24","PC_LF","M","2015-10",12.63104,
"AUS","UNEMP","15_24","PC_LF","M","2015-11",12.22132,
"AUS","UNEMP","15_24","PC_LF","M","2015-12",12.14113,
"AUS","UNEMP","15_24","PC_LF","M","2016-01",12.66879,
"AUS","UNEMP","15_24","PC_LF","M","2016-02",11.75167,
"AUS","UNEMP","15_24","PC_LF","M","2016-03",11.80651,
"AUS","UNEMP","15_24","PC_LF","M","2016-04",12.08944,
"AUS","UNEMP","15_24","PC_LF","M","2016-05",12.47997,
"AUS","UNEMP","15_24","PC_LF","M","2016-06",13.01363,
"AUS","UNEMP","15_24","PC_LF","M","2016-07",13.18108,
"AUS","UNEMP","15_24","PC_LF","M","2016-08",12.84734,
"AUS","UNEMP","15_24","PC_LF","M","2016-09",12.67127,
"AUS","UNEMP","15_24","PC_LF","M","2016-10",12.7148,
"AUS","UNEMP","15_24","PC_LF","M","2016-11",13.61457,
"AUS","UNEMP","15_24","PC_LF","M","2016-12",13.2795,
"AUS","UNEMP","15_24","PC_LF","M","2017-01",12.2858,
"AUS","UNEMP","15_24","PC_LF","M","2017-02",12.88753,
"AUS","UNEMP","15_24","PC_LF","M","2017-03",13.06513,
"AUS","UNEMP","15_24","PC_LF","M","2017-04",12.58671,
"AUS","UNEMP","15_24","PC_LF","M","2017-05",12.5886,
"AUS","UNEMP","15_24","PC_LF","M","2017-06",13.04388,
"AUS","UNEMP","15_24","PC_LF","M","2017-07",12.76154,
"AUS","UNEMP","15_24","PC_LF","M","2017-08",12.67786,
"AUS","UNEMP","15_24","PC_LF","M","2017-09",12.48704,
"AUS","UNEMP","15_24","PC_LF","M","2017-10",12.11528,
"AUS","UNEMP","15_24","PC_LF","M","2017-11",12.34864,
"AUS","UNEMP","15_24","PC_LF","M","2017-12",12.39158,
"AUS","UNEMP","15_24","PC_LF","M","2018-01",12.23186,
"AUS","UNEMP","15_24","PC_LF","M","2018-02",13.15255,
"AUS","UNEMP","15_24","PC_LF","M","2018-03",12.29469,
"AUS","UNEMP","15_24","PC_LF","M","2018-04",12.45358,
"AUS","UNEMP","15_24","PC_LF","M","2018-05",11.47251,
"AUS","UNEMP","15_24","PC_LF","M","2018-06",11.18503,
"AUS","UNEMP","15_24","PC_LF","M","2018-07",11.05312,
"AUS","UNEMP","15_24","PC_LF","M","2018-08",11.73242,
"AUS","UNEMP","15_24","PC_LF","M","2018-09",11.4199,
"AUS","UNEMP","15_24","PC_LF","M","2018-10",11.33761,
"AUS","UNEMP","15_24","PC_LF","M","2018-11",11.60606,
"AUS","UNEMP","15_24","PC_LF","M","2018-12",11.31459,
"AUS","UNEMP","15_24","PC_LF","M","2019-01",11.5025,
"AUS","UNEMP","15_24","PC_LF","M","2019-02",11.07643,
"AUS","UNEMP","15_24","PC_LF","M","2019-03",11.78919,
"AUS","UNEMP","15_24","PC_LF","M","2019-04",11.9158,
"AUS","UNEMP","15_24","PC_LF","M","2019-05",11.83982,
"AUS","UNEMP","15_24","PC_LF","M","2019-06",12.04771,
"AUS","UNEMP","15_24","PC_LF","M","2019-07",11.92092,
"AUS","UNEMP","15_24","PC_LF","M","2019-08",11.74491,
"AUS","UNEMP","15_24","PC_LF","M","2019-09",11.69392,
"AUS","UNEMP","15_24","PC_LF","M","2019-10",12.46921,
"AUS","UNEMP","15_24","PC_LF","M","2019-11",11.58758,
"AUS","UNEMP","15_24","PC_LF","M","2019-12",11.63456,
"AUS","UNEMP","15_24","PC_LF","M","2020-01",12.25663,
"AUS","UNEMP","15_24","PC_LF","M","2020-02",12.19057,
"AUS","UNEMP","15_24","PC_LF","M","2020-03",11.61007,
"AUS","UNEMP","15_24","PC_LF","M","2020-04",14.09036,
"AUS","UNEMP","15_24","PC_LF","M","2020-05",15.73582,
"AUS","UNEMP","15_24","PC_LF","M","2020-06",16.34721,
"AUS","UNEMP","15_24","PC_LF","M","2020-07",16.43564,
"AUS","UNEMP","15_24","PC_LF","M","2020-08",13.95673,
"AUS","UNEMP","15_24","PC_LF","M","2020-09",14.47761,
"AUS","UNEMP","15_24","PC_LF","M","2020-10",15.49153,
"AUS","UNEMP","15_24","PC_LF","M","2020-11",15.69911,
"AUS","UNEMP","15_24","PC_LF","M","2020-12",13.96849,
"AUS","UNEMP","15_24","PC_LF","M","2021-01",14.06487,
"AUS","UNEMP","15_24","PC_LF","M","2021-02",12.84412,
"AUS","UNEMP","15_24","PC_LF","M","2021-03",11.74335,
"AUS","UNEMP","15_24","PC_LF","M","2021-04",10.65161,
"AUS","UNEMP","15_24","PC_LF","M","2021-05",10.63063,
"AUS","UNEMP","15_24","PC_LF","M","2021-06",10.26677,
"AUS","UNEMP","15_24","PC_LF","M","2021-07",10.20265,
"AUS","UNEMP","15_24","PC_LF","M","2021-08",10.33964,
"AUS","UNEMP","15_24","PC_LF","M","2021-09",10.75737,
"AUS","UNEMP","15_24","PC_LF","M","2021-10",13.05191,
"AUS","UNEMP","15_24","PC_LF","M","2021-11",10.91016,
"AUS","UNEMP","15_24","PC_LF","M","2021-12",9.365809,
"AUS","UNEMP","15_24","PC_LF","M","2022-01",9.027565,
"AUS","UNEMP","15_24","PC_LF","M","2022-02",9.184173,
"AUS","UNEMP","15_24","PC_LF","M","2022-03",8.281676,
"AUS","UNEMP","15_24","PC_LF","M","2022-04",8.773944,
"AUS","UNEMP","15_24","PC_LF","M","2022-05",8.764319,
"LVA","UNEMP","15_24","PC_LF","M","2014-11",18.6,
"LVA","UNEMP","15_24","PC_LF","M","2014-12",16.9,
"LVA","UNEMP","15_24","PC_LF","M","2015-01",15.1,
"LVA","UNEMP","15_24","PC_LF","M","2015-02",14.6,
"LVA","UNEMP","15_24","PC_LF","M","2015-03",14.5,
"LVA","UNEMP","15_24","PC_LF","M","2015-04",14.5,
"LVA","UNEMP","15_24","PC_LF","M","2015-05",14.7,
"LVA","UNEMP","15_24","PC_LF","M","2015-06",14.6,
"LVA","UNEMP","15_24","PC_LF","M","2015-07",14.7,
"LVA","UNEMP","15_24","PC_LF","M","2015-08",15.6,
"LVA","UNEMP","15_24","PC_LF","M","2015-09",17.5,
"LVA","UNEMP","15_24","PC_LF","M","2015-10",20.3,
"LVA","UNEMP","15_24","PC_LF","M","2015-11",21.1,
"LVA","UNEMP","15_24","PC_LF","M","2015-12",19.4,
"LVA","UNEMP","15_24","PC_LF","M","2016-01",15.8,
"LVA","UNEMP","15_24","PC_LF","M","2016-02",14.2,
"LVA","UNEMP","15_24","PC_LF","M","2016-03",14.4,
"LVA","UNEMP","15_24","PC_LF","M","2016-04",16.9,
"LVA","UNEMP","15_24","PC_LF","M","2016-05",18.4,
"LVA","UNEMP","15_24","PC_LF","M","2016-06",19.1,
"LVA","UNEMP","15_24","PC_LF","M","2016-07",19.4,
"LVA","UNEMP","15_24","PC_LF","M","2016-08",19.1,
"LVA","UNEMP","15_24","PC_LF","M","2016-09",18.7,
"LVA","UNEMP","15_24","PC_LF","M","2016-10",17.7,
"LVA","UNEMP","15_24","PC_LF","M","2016-11",17.1,
"LVA","UNEMP","15_24","PC_LF","M","2016-12",16.8,
"LVA","UNEMP","15_24","PC_LF","M","2017-01",17.1,
"LVA","UNEMP","15_24","PC_LF","M","2017-02",17,
"LVA","UNEMP","15_24","PC_LF","M","2017-03",16.4,
"LVA","UNEMP","15_24","PC_LF","M","2017-04",16,
"LVA","UNEMP","15_24","PC_LF","M","2017-05",16.2,
"LVA","UNEMP","15_24","PC_LF","M","2017-06",16.5,
"LVA","UNEMP","15_24","PC_LF","M","2017-07",16.9,
"LVA","UNEMP","15_24","PC_LF","M","2017-08",17.4,
"LVA","UNEMP","15_24","PC_LF","M","2017-09",17.9,
"LVA","UNEMP","15_24","PC_LF","M","2017-10",18.5,
"LVA","UNEMP","15_24","PC_LF","M","2017-11",18.5,
"LVA","UNEMP","15_24","PC_LF","M","2017-12",17.2,
"LVA","UNEMP","15_24","PC_LF","M","2018-01",15.5,
"LVA","UNEMP","15_24","PC_LF","M","2018-02",14.1,
"LVA","UNEMP","15_24","PC_LF","M","2018-03",12.9,
"LVA","UNEMP","15_24","PC_LF","M","2018-04",11.8,
"LVA","UNEMP","15_24","PC_LF","M","2018-05",10.8,
"LVA","UNEMP","15_24","PC_LF","M","2018-06",10.3,
"LVA","UNEMP","15_24","PC_LF","M","2018-07",10.4,
"LVA","UNEMP","15_24","PC_LF","M","2018-08",10.8,
"LVA","UNEMP","15_24","PC_LF","M","2018-09",11.4,
"LVA","UNEMP","15_24","PC_LF","M","2018-10",12.6,
"LVA","UNEMP","15_24","PC_LF","M","2018-11",13.2,
"LVA","UNEMP","15_24","PC_LF","M","2018-12",13.3,
"LVA","UNEMP","15_24","PC_LF","M","2019-01",13,
"LVA","UNEMP","15_24","PC_LF","M","2019-02",13.1,
"LVA","UNEMP","15_24","PC_LF","M","2019-03",13.3,
"LVA","UNEMP","15_24","PC_LF","M","2019-04",14.4,
"LVA","UNEMP","15_24","PC_LF","M","2019-05",14.6,
"LVA","UNEMP","15_24","PC_LF","M","2019-06",13.8,
"LVA","UNEMP","15_24","PC_LF","M","2019-07",12.1,
"LVA","UNEMP","15_24","PC_LF","M","2019-08",11,
"LVA","UNEMP","15_24","PC_LF","M","2019-09",10.4,
